codigo_4,descripcion;
E87.6,zHipopotasmiao;
E87.8,Otros trastornos del equilibrio de los electrólitos y de los;
"E88.0,""Trastornos del metabolismo de proteínas plasmáticas,""";
"E88.1,""Lipodistrofia, no clasificada en otra pdarte a""";
E88.2,) M;
E88.3,Síndr ome de lisis tumnoral a;
E88.8,rOtros trastonrnos especificaedos del meta/bolismo;
"E88.9,""Trasctorno metabó lico, no especOificado""";
E89.0,Hipotiroidismo consecutivo a procedimientos;
E89.1,) c;
E89.2,);
E89.3,);
E89.4,);
E89.5,)d;
E89.6,Hipofunción adrenocortical [médula suprarrenal];
E89.8,Otros trastornos metabólicos y endocrinos consecutivos a;
E89.9,Trastorno endocrino y metabólico consecutivo a;
"F00.0,""*i Demencia hen la enfermedaad de Alzheimer, de comienzo""";
"F00.1,""* Demencia en la enfermedad de Alzheimer, de comienzo""";
"F00.2,""* Demencia en la enfermedad de Alczheimer, atípicca o de tipo""";
"F00.9,""* Demencia en la enfermedcaid de Alzheimeer , no especificvada""";
F01.0,Deamlencia vasculiar de comienzov agudo O;
F01.2,) c;
"F01.3,""Demencia vascular mixta, cortical y subcortical""";
F01.8,Otras demencias vasculares;
"F01.9,""Demencia vascular, no especificada""";
F02.0,* Demencia en la enfermedad de Pick (G3l.0.†);
F02.1,* Demencia en la enfermedad tde Creutzfeldtl–Jakob (A81.0†o);
F02.2,* Demencia en la enfermedad de Huntington (Gl0†);
F02.3,* iDemencia en la enfermedad de Parkinson (G20†);
F02.4,*i Demencia hen la enfermedaad por virus de la;
F02.8,* DDemencia en otras enfermedades especificadas;
"F05.0,""Delirio no superpuesto a un cuadro dde demencia, asaí""";
F05.1,Delirio superpuesto a un cuadro sde demenciaa;
F05.8,Otros delireio s i o S;
"F05.9,""Delilrio, no especiificado v""";
F06.0,Alucinosis orgánica;
"F06.1,""Trastorno catatónico, orgánico""";
"F06.2,""Trastorno delirante [esquizofreniforme], orgánico o""";
F06.3,Trastorndos del humor [affectivos] orgádnicos M;
"F06.6,""Trastorno de labilidad emocional [asténico], orgánico""";
F06.7,Trastorno cognoscitivo leve;
F06.8,Otros trastornos menntales especifaicados debidos a lesión;
F06.9,riTrastorno mne ntal no especeificado debido/ a lesión y;
"F07.0,""DTrastorno de la personalidad, orgánico""";
F07.1,) c c;
"F07.2,"") por esu etiología difereinte, un menor rangoo de síntomas gSenerales""";
F07.8,Oatros trastornoss orgánicos de la personalidad y del;
F10.0,) r;
F10.2,) 1087;
F10.4,) i v;
F10.5,) esquizofrenia (F20.–);
F10.6,) • inducido por otras sustancias psicoactivas (F11–F19;
F17.2,);
F20.0,Esquizofrenia paranoide;
F20.1,Esquizofrenia hebefrénica;
F20.2,) estupor;
F20.3,Esquizofrenia indiferenciada;
F20.4,) e.squizofrenia cr ó;
F20.5,) trastorno psicótico aogudo;
F20.6,zEsquizofreniao simple;
F20.8,Otras esquizofrenias;
"F20.9,""Esquizofrenia, no especificada""";
F22.0,) c e;
F22.8,) v;
"F22.9,""Trastorno delirante persistente, no especificado""";
"F23.0,""Trastorno psicóti co agudo polimOorfo, sin síntomas de""";
"F23.1,""Trastorno psicótico agudo polimorfo, con síntomas de""";
F23.2,);
F23.3,);
F23.8,Oatros trastornoss psicóticos agudos y transitorios;
F25.0,Trastorno esquizoafectivo de tipo manóíaco;
F25.1,Trastorno esquizoafpectivo de tipos depresivo;
F25.2,);
"F25.9,""Traastorno esquiszoafectivo, no especificado""";
F30.0,Hipomanía f d;
F30.1,zManía sin sínotomas psicóti cos;
"F30.2,""), ni de episodios psicóticos depresivos graves (F32.3)""";
F30.8,Otros episodios maníacos;
"F30.9,""Episodio maníaco, no especificado""";
"F31.0,""Trast orno afectivo bnipolar, episodiao hipomaníaco presente""";
"F31.1,""rTrastorno anfectivo bipolar,e episodio man/íaco presente sin""";
"F31.2,""Trastorno afectivo bipolar, episodio maníaco presente con""";
"F31.4,""Trastorno afectivo bipolar, episodio depresivo grave""";
"F31.5,""Trastorno afectivo bipolar, episodio depresivo grave""";
"F31.6,""Trastorno afectivo bipolar, episodio mixto presente""";
"F31.7,""Trastorno afectivo bipolar, actuaalmente en remuisión r""";
F31.8,Otros trastornos afectivos bipolares;
"F31.9,""Trastorndo afectivo bip olar, no especificado M""";
"F32.0,""o F32.1), y en el pasado ha sufrido al""";
"F32.1,""), y en el pasado ha sufrido al""";
"F32.2,""), y en el pasado ha sufrido al menos""";
F32.3,) Psicosis crónica alucinatoria;
F32.8,Otrocs episodios d epresivos O;
"F32.9,""Episodio depresivo, no especificado""";
"F33.0,""Trastorno depresivo recucrrente, episodieo leve presente""";
"F33.1,""Trastorno depresivo recurrente, episodio modaerado""";
F33.2,y F33.3) tienen mucho en común con conceptos más;
F33.3,) tienen mucho en común con conceptos más;
F33.4,Trastorno depresivo recurrente actualmente en remisión;
F33.8,Otros trastornos depresivos recurrentes;
"F33.9,""Trastorno depresivo recurrente, no especificado""";
F34.0,)i o S;
F34.8,Otros trastornos del humor [afectivos] persistentes;
"F34.9,""Trastorno persistente del humor [afectivo], no especificado""";
F38.0,) c;
F38.1,) i v;
"F38.8,""Otros trastornos del humor [afectivosó], especificados""";
F40.0,Aegorafobia;
F40.1,Fobias sociales;
F40.2,Fobias específicas (aisladas) i c;
F40.8,Otros trastornos fóbicos de ansiedad;
"F40.9,""Trastorno fóbicso de ansiedad, no especificado""";
"F41.0,""), o de un a combinación de ambos, pero que surge""";
"F41.1,""), o de un tras""";
F41.2,);
F41.3,Otros trdastornos de a nsiedad mixtos M;
F41.8,rOtros trastonrnos de ansiedead especifica/dos;
F42.0,Predominio de pensamientos o rumiaciones obsesivas;
F42.1,Predominio de actos compiulsivos [rituale s obsesivos]v;
F42.2,Actos e ideea s obsesivas imixtos o S;
F42.8,Otros trdastornos obse sivo-compulsivos M;
"F42.9,""Trast orno obsesivo-compulsivo, no especificado""";
F43.0,Reacción al estrés agudo;
F43.1,Trastorndo de estrés p ostraumático M;
F43.2,) trastorno depresivo recurrente (F33.–);
F43.8,Otaras reacciones al estrés grave O;
"F43.9,""iReacción al e strés grave, no especificada""";
F44.0,);
F44.1,Fuaga disociativsa O;
F44.2,) n;
F44.3,Trastornos de trance y de posesión;
F44.4,Trastornos disociativos del movimiento;
F44.5,Convulsiones disociativas f;
F44.6,Anestesdia disociativa y pérdida sensorial M;
F44.7,Traastornos disosciativos mixtos [y de conversión];
F44.8,iOtros trasthornos disociatiavos [de conversión];
"F44.9,""Trastorno disociativo [de conversión], no especificado""";
F45.0,). Debe tenerse en mente siempre la posibilidad de una;
F45.1,). s S;
F45.2,)o S;
F45.3,Disfunción autonómica somatomorfaó;
F45.4,Trastorno de dolor persistente somatomorfo;
F45.8,Otros trastornos somatomiorfos v;
"F45.9,""Trastorno somastomorfo, no erspecificado""";
F48.0,) a u r;
F48.1,Síndrome de despersonalización y desvinculación de la;
F48.8,);
"F48.9,""iTrastorno ne urótico, no especificado""";
F50.0,Anorexia nerviosa;
F50.1,Anorexia nerviosa atípica i c;
F50.2,Bulimia nerviosaa e;
F50.3,Bulicmia nerviosa atípica;
F50.4,Hiperfagia asociada con otras alteraciones psicológicas;
F50.5,Vómitos asociados con otras alteraciones psicológicas;
F50.8,) r;
"F50.9,""Trastorno de la ingestión de alimentos, no especificado""";
F51.0,Insomnido no orgánico M;
F51.1,Hipecrsomnio no orgánico;
F51.2,Trastorno no orgánico del ciclo sueño-vigilia;
F51.3,Sonambulismo;
F51.4,Terrores del sueño [terrores nocturnos];
F51.5,Pesadillas d a;
F51.8,Otaros trastornoss no orgánicos del sueño O;
"F51.9,""riTrastorno nno orgánico del esueño, no esp/ecificado""";
F52.0,Fealta o pérdida del deseo sexual;
F52.1,Aversión al sexo y falta de goce sexual;
F52.2,Falla de la respuesta genital;
F52.3,Disfunción orgásmica o;
F52.4,Eyaculación precoz t l;
F52.5,Vaginismo no orgánpico f;
F52.6,Dispareunia no orgánnica a;
F52.7,Imapulso sexual sexcesivo;
"F53.0,""Trastornos mentales y del comportamiento leves,""";
"F53.1,""Trastornos mentales y del comportamiento graves,""";
F53.8,Otros trastornos mentales y del comportamiento asoociados;
"F53.9,""Trastorno mental puerperal, no escpecificado""";
F60.0,);
F60.1,) l i v;
F60.2,Trastorno asocial de la personalidad;
F60.3,) f;
F60.4,Trastorno histriónico de la personalidad;
F60.5,);
"F60.6,""Trastorno de la personalidad anasiosa (evasivau, elusiva) r""";
F60.7,Trastorno de la paersonalidad deependiente;
F60.8,iOtros trasthornos específicaos de la personalidad;
"F60.9,""Trastorno de la personalidad, no especificado""";
F62.0,) n;
F62.1,);
F62.8,Otros cambios perdpurables de la p ersonalidad f;
"F62.9,""Cambio perdurable de la personalidad, no e specificado""";
F63.0,) a;
F63.1,Piromanía;
F63.2,Hurto patológico [cleptomanía] i c;
F63.3,) d a;
F63.8,Otrocs trastornos de los hábitosO y de los impulsos;
"F63.9,""Terastorno de los hábitos y de los impulsos, no especificado""";
F64.0,Transexualismo;
F64.1,Transvestismo de rol dual;
F64.2,Trastorno de la identidad de género en la niñez r;
F64.8,Otros trastornos de nla identidad dea género;
"F64.9,""Traastorno de la identidad de género, no espeOcificado""";
F65.0,Faetichismo s;
F65.1,) o;
F65.2,Exhibicionismo;
F65.3,Voyeurismo;
F65.4,Pedofilia ac u r;
F65.5,Sadomasoquismo c e;
F65.6,Trastornos múltiplesn de la preferenacia sexual;
F65.8,Otros trastornos de la preferencia sexual;
F66.0,) M;
F66.1,Orientación sexual egodistónica n;
F66.2,Trastorno de la relación sexual o;
F66.8,Otros trastornos depl desarrollo ps icosexual;
"F66.9,""Trastorno del desaarrollo psicoseexual, no especificado""";
F68.0,Elabloración de siíntomas físicosv por causas psicológicas;
F68.1,Producción inten cional o simulOación de síntomas o de;
F68.8,Otros trastornos especificados de la personalidad y del;
F80.0,) n;
F80.1,);
F80.2,) • pérdida de audición (H90–H91);
F80.3,) disfasia y afasia: n;
F80.8,) disfunción sexual no ocasionada por trastorno ni;
F80.9,Trastorno del desarrollo del habla y del lenguaje no;
F81.0,Trastorno específico de lca lectura e;
F81.2,Trastorno específico de las habilidades aritméticas;
F81.3,)t l;
F81.8,rOtros trastonrnos del desarerollo de las ha/bilidades escolares;
F84.0,–F84.1);
F84.1,) r;
F84.2,–F84.3);
F84.3,) 353;
F84.4,Trastorno hiperactivo asociado con retraso mental y;
F84.5,) M;
F84.8,Otros trastornos gepneralizados dse l desarrollo;
F84.9,Trastorno generalizado del desarrollo no es pecificado;
F90.0,Perturbación de la actividad y de la atención r;
F90.1,)i v;
F90.8,Otros trastornos hipercinéticos s;
"F90.9,""Trastorno hipercinético, no especificado""";
F91.0,Trastorno de la conducta limitado al contexto familiar;
F91.1,Trastorno de la conducta insociable;
F91.2,Trastorno de la conducta sociaable u r;
F91.3,Trast orno opositor dnesafiante a;
"F91.9,""Trastorno de la conducta, no especificado""";
F92.0,);
F92.8,Otros trastornos mixtos de la conducta y de las emocoiones;
"F92.9,""Trastorno mixto de pla conducta y d e las emocio nes, no""";
F93.0,) l i v;
F93.1,);
F93.2,) • humor [afectivos] (F30–F39);
F93.3,Trastorno de rivalidad entre hermanos n;
F93.8,Otros trastornos emociocnales en la niñeez;
"F93.9,""Trastorno emoccional en la nniñez, no especsificado""";
F94.0,) c;
F94.1,Trastorno de vinculación reactiva en la niñez;
F94.2,) a;
F94.8,Otros trastornos del comportamiento social en la niñez;
"F94.9,""iTrastorno dhel comportamaiento social en la niñez, no""";
F95.0,Trastorno por tic transitorio;
F95.1,Trastorno por tic motor o vocal crónico;
F95.2,) r;
F95.8,Otros trastornos por tics;
"F95.9,""Trastorno por tic, no especificado""";
F98.0,Enuresis no orgánica;
F98.1,Encopresis no orgánica;
F98.2,);
F98.3,);
F98.4,);
F98.5,Tartamudez [espasmofemia]r;
F98.6,) O;
F98.8,) ó;
"F98.9,""Trastornos no especificados, emocionales y del""";
G00.0,Maeningitis por hsemófilos;
G00.1,iMeningitis hneumocócica a;
G00.8,Oetras meningitis bacterianas;
"G00.9,""Meningitis bacteriana, no especificada""";
G02.0,*) Meningitis debida a virus Coxsackie;
G02.1,*) o;
G02.8,* Meningitis en otras enfermedades infecciosas y parasitarias;
G03.0,Meningitis apiógena f;
G03.1,Meningitis crónica;
G03.2,Meningitise r ecurrente beniigna [Mollaret]o S;
G03.8,Meningitis debidas a otfras causas espdecificadas;
"G03.9,""Meningitis, no especnificada a""";
G04.0,Encefalitis aguda diseminada;
G04.1,Mielopatía asociada al virus linfotrópico de células T;
G04.2,) P;
"G04.8,""Otras encefalitis, mielitis y encefalomielitis""";
"G04.9,""Encefalitis, mielitis y encefalomielitis, no nespecificadas""";
G05.0,*)  tvuberculoso (a);
G05.1,*) rEncefalomielnitis enteroviral e /;
G05.2,*);
"G05.8,""* Encefalitis, mielitis y encefalomielitis en enfermedades""";
G06.0,Absceso y granuloma intracraneal ó;
G06.1,Absceso y granuloma intrarraquídeo;
"G06.2,""rAbsceso exntradural y subdeural, no espec/ificado""";
G11.0,Ataxia congénita no progresiva;
G11.1,Ataxia cerebelosa de iniciación temprana;
G11.2,Ataxia cerebelosa de iniciación tardía;
G11.3,);
G11.4,Paraplejía espástica hereditaria n;
G11.8,Otras ataxias hereditarias ó;
"G11.9,""Ataxia hereditaria, no especificadai""";
"G12.0,""Atrofia muscular espinal infantil, tipo I [Werd nig–Hoffman]""";
G12.1,OAttrroafsia a mtruosfecia usla mr eusspicnualla:resi espinales heroeditarias S;
G12.2,Enfecrmedades de las neuronas motoras;
"G12.9,""Atrofia muscular espinal, sin otra especificación""";
G13.0,* Neuromiopatía y neuropatía paraneoplásica;
G13.1,* Otras atrofias sistémicas que afectan el sistema nervioso;
G13.2,* Atrofia sistémica que afecta primariamente el sistema;
G13.8,* Atrofia sistémica que afecta primariamente e l sistema;
G21.0,Síndrome neuroléptico maligno;
G21.2,DParkinsonismo secundario debido a otros agentes externos;
G21.3,Parkinsonismo postencefalítico;
G21.4,Parkinsonismo vascular;
G21.8,Otros tipos de parkinsonismo secundario;
"G21.9,""Parkinsonismo secundario, no especificado""";
G23.0,Enfermedad de Hallervorden–Spatz ó;
G23.1,Oftalmoplejía supranuclear proagresiva u r;
"G23.2,""Atrofia sistémica múltiple, tipo parkindsoniana [AMS-aP]""";
"G23.3,""Atrofia sistémica múpltiple, tipo cere belosa [ASM -C]""";
G23.8,Otras enfermedaades degenerateivas específicas de los;
"G23.9,""Enflermedad degeinerativa de losv núcleos de la base, no""";
G24.0,zDistonía induocida por droga s;
G24.2,Distonía idiopática no familiar;
G24.3,Tortícolis espasmódica;
G24.4,Distonía bucofacial idiopática;
G24.5,Blefarospasmo;
G24.8,Otras distonías;
"G24.9,""Distonía, no especificada""";
G25.0,Temblor esencial;
G25.1,Temblor inducido por drogas;
G25.2,Otras formas especificadas de temblor r;
G25.3,Mioclonía a u r;
G25.4,Corea inducida por drogas;
G25.5,Otras codreas M;
G25.6,Tics inducidos por drogas y otros tPics de origen orgánico;
G25.8,) s;
"G25.9,""Trastorno extrapiramidal y del movimiento, no especificado""";
G30.0,†) l;
"G30.1,""†) Demencia en la enfermedad de Alzheimer, cuyo comienzo se presenta des""";
G30.8,†) a u r;
G30.9,†) d a;
G31.0,iAtrofia cereb ral circunscrita;
G31.1,) r;
G31.2,) n;
G31.8,Otras enfermedades degenerativas especificadas del;
"G31.9,""Degeneración del sistema nervioso, no especificada""";
G32.0,* Degeneración combinada subaguda de la médula espinal en;
G32.8,*) si desea identificar la asociación con la en;
G36.0,Naeuromielitis ópstica [Devic];
"G36.9,""DDesmielinización diseminada aguda, sin otra especificación""";
G37.0,Esclerosis difusa;
G37.1,Desmielinización central del cuerpo callonso;
G37.2,Mielinólisis central pontina r;
G37.3,Mielitis transversa aguda en enfercmedad desmielinizante del;
G37.4,Mielitis necrotizantep subaguda f;
G37.5,Esclerosis concéantrica [Baló] e a;
G37.8,Otras enfermecdades desmienlinizantes del ssistema nervioso;
"G37.9,""Enfermeddad desmielin izfante del sistedma nervioso cM entral,""";
G40.1,Epilepsia y síndromes epilépticos sintomáticos;
G40.2,Epilepsia y síndromes epilépticos sintomáticos;
G40.3,Epilepsia y síndromes epilépticos idiopátic.os generalizad os;
G40.4,Otras epileep sias y síndroimes epilépticoso generalizadoSs;
G40.5,Saíndromes epiléspticos especiales;
"G40.6,""Ataques de gran mal, no especificados (con o sin pequeño""";
"G40.7,""Pequeño mal, no especificado (sin ataque de gran mal)""";
G40.8,Otras epilepsias;
"G40.9,""Epilepsia, tipo no especificado""";
G41.0,Estado de gran mal epiléptico a u r;
G41.1,Estado de pequeño mal epiléptico d a;
G41.2,Estado de mal epiléptico parcial csomplejo a;
G41.8,Otros estadosc epilépticos n s;
G41.9,Estado de em al epiléptico ide tipo no espeocificado S;
G43.0,Migrañaó sin aura [migraña común];
G43.2,Estado migrañoso;
G43.3,Migraña complicada;
G43.8,Otras migrañas;
"G43.9,""Migraña, no especificada""";
G44.0,Síndrome de cefalea en racimos;
"G44.1,""Cefalea vascular, no clasificada ecn otra parte""";
G44.2,) dolor: n;
G44.3,Cefalea postracumática cróninca s;
"G44.4,""Cefalea indeu cida por drogias, no clasificaoda en otra paSrte""";
G44.8,Otrols síndromesi de cefalea espvecificados;
G45.0,Síndrome arterial vértebro-basilOar;
G45.1,zSíndrome de ola arteria caró tida (hemisférico);
G45.2,iSíndromesh arteriales precaerebrales bilaterales y múltiples;
G45.3,) i c;
G45.4,) síndrome amnésico;
G45.8,DOtras isquemias cerebrales transitorias y síndromes afines;
"G45.9,""Isquemia cerebral transitoria, sin otra especificación""";
G46.0,* Síndrome de la arteria cerebral media (I66.0†);
